date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
2018-03-12,10:53 PM,36 °F,26 °F,67 %,N,8 mph,0 mph,29.48 in,0.0 in,Fair
2018-03-12,11:53 PM,32 °F,24 °F,73 %,WNW,5 mph,0 mph,29.47 in,0.0 in,Fair
2018-03-13,12:53 AM,32 °F,23 °F,69 %,WNW,7 mph,0 mph,29.47 in,0.0 in,Fair
2018-03-13,1:53 AM,31 °F,21 °F,67 %,WNW,7 mph,0 mph,29.46 in,0.0 in,Fair
2018-03-13,2:53 AM,30 °F,19 °F,64 %,NW,9 mph,0 mph,29.45 in,0.0 in,Fair
2018-03-13,3:53 AM,31 °F,19 °F,61 %,NW,12 mph,0 mph,29.46 in,0.0 in,Partly Cloudy
2018-03-13,4:53 AM,30 °F,19 °F,64 %,NNW,10 mph,0 mph,29.46 in,0.0 in,Fair
2018-03-13,5:53 AM,29 °F,18 °F,64 %,NW,7 mph,0 mph,29.46 in,0.0 in,Fair
2018-03-13,6:53 AM,29 °F,17 °F,61 %,NW,8 mph,0 mph,29.47 in,0.0 in,Fair
2018-03-13,7:53 AM,30 °F,18 °F,61 %,NNW,9 mph,0 mph,29.48 in,0.0 in,Partly Cloudy
2018-03-13,8:53 AM,32 °F,18 °F,56 %,NNW,13 mph,0 mph,29.49 in,0.0 in,Mostly Cloudy
2018-03-13,9:53 AM,34 °F,18 °F,52 %,N,13 mph,0 mph,29.50 in,0.0 in,Partly Cloudy
2018-03-13,10:53 AM,36 °F,16 °F,44 %,NNE,14 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy
2018-03-13,11:53 AM,35 °F,19 °F,52 %,NE,10 mph,0 mph,29.49 in,0.0 in,Light Snow
2018-03-13,12:53 PM,34 °F,20 °F,56 %,NNW,15 mph,0 mph,29.49 in,0.0 in,Light Snow
2018-03-13,1:01 PM,33 °F,24 °F,70 %,N,15 mph,0 mph,29.49 in,0.0 in,Light Snow
2018-03-13,1:11 PM,32 °F,26 °F,79 %,N,12 mph,0 mph,29.48 in,0.0 in,Light Snow
2018-03-13,1:21 PM,32 °F,27 °F,82 %,N,6 mph,0 mph,29.48 in,0.0 in,Light Snow
2018-03-13,1:40 PM,33 °F,24 °F,70 %,NNE,10 mph,0 mph,29.47 in,0.0 in,Light Snow
2018-03-13,1:46 PM,32 °F,24 °F,73 %,NNW,15 mph,22 mph,29.48 in,0.0 in,Light Snow
2018-03-13,1:49 PM,30 °F,25 °F,80 %,NNW,13 mph,22 mph,29.48 in,0.0 in,Snow
2018-03-13,1:53 PM,30 °F,25 °F,82 %,N,14 mph,0 mph,29.48 in,0.0 in,Snow
2018-03-13,2:11 PM,30 °F,27 °F,88 %,N,7 mph,0 mph,29.48 in,0.0 in,Light Snow
2018-03-13,2:29 PM,32 °F,24 °F,73 %,NNE,14 mph,18 mph,29.48 in,0.0 in,Light Snow
2018-03-13,2:39 PM,28 °F,25 °F,88 %,N,16 mph,28 mph,29.49 in,0.0 in,Snow
2018-03-13,2:53 PM,28 °F,26 °F,92 %,N,13 mph,0 mph,29.49 in,0.0 in,Snow
2018-03-13,3:38 PM,30 °F,26 °F,85 %,N,15 mph,0 mph,29.49 in,0.0 in,Light Snow
2018-03-13,3:44 PM,30 °F,25 °F,82 %,NNE,15 mph,0 mph,29.49 in,0.0 in,Light Snow
2018-03-13,3:53 PM,30 °F,26 °F,85 %,NNE,16 mph,21 mph,29.49 in,0.0 in,Snow
2018-03-13,4:00 PM,29 °F,26 °F,89 %,NNE,13 mph,0 mph,29.49 in,0.0 in,Snow
2018-03-13,4:11 PM,29 °F,25 °F,85 %,N,14 mph,0 mph,29.50 in,0.0 in,Light Snow
2018-03-13,4:17 PM,29 °F,25 °F,85 %,N,20 mph,0 mph,29.50 in,0.0 in,Snow
2018-03-13,4:34 PM,29 °F,25 °F,85 %,NNE,17 mph,25 mph,29.50 in,0.0 in,Light Snow
2018-03-13,4:53 PM,29 °F,24 °F,82 %,N,17 mph,0 mph,29.50 in,0.0 in,Light Snow
2018-03-13,5:04 PM,29 °F,25 °F,85 %,NNE,14 mph,22 mph,29.50 in,0.0 in,Light Snow
2018-03-13,5:53 PM,29 °F,19 °F,67 %,N,16 mph,25 mph,29.51 in,0.0 in,Mostly Cloudy
2018-03-13,6:53 PM,28 °F,16 °F,61 %,N,15 mph,26 mph,29.52 in,0.0 in,Light Snow
2018-03-13,7:53 PM,28 °F,14 °F,56 %,N,16 mph,0 mph,29.53 in,0.0 in,Mostly Cloudy
2018-03-13,8:53 PM,28 °F,13 °F,53 %,NNW,13 mph,0 mph,29.54 in,0.0 in,Mostly Cloudy
2018-03-13,9:53 PM,28 °F,12 °F,51 %,NW,13 mph,0 mph,29.54 in,0.0 in,Mostly Cloudy
2018-03-13,10:53 PM,26 °F,11 °F,53 %,NNW,9 mph,0 mph,29.53 in,0.0 in,Fair
2018-03-13,11:53 PM,25 °F,12 °F,58 %,WNW,6 mph,0 mph,29.53 in,0.0 in,Fair
2018-03-14,12:53 AM,24 °F,12 °F,60 %,WNW,7 mph,0 mph,29.52 in,0.0 in,Fair
2018-03-14,1:53 AM,23 °F,12 °F,63 %,W,6 mph,0 mph,29.52 in,0.0 in,Fair
2018-03-14,2:53 AM,23 °F,13 °F,65 %,W,7 mph,0 mph,29.50 in,0.0 in,Fair
2018-03-14,3:53 AM,22 °F,13 °F,68 %,WNW,5 mph,0 mph,29.48 in,0.0 in,Mostly Cloudy
2018-03-14,4:53 AM,23 °F,14 °F,68 %,WNW,5 mph,0 mph,29.47 in,0.0 in,Mostly Cloudy
2018-03-14,5:53 AM,23 °F,14 °F,68 %,W,6 mph,0 mph,29.47 in,0.0 in,Mostly Cloudy
2018-03-14,6:53 AM,24 °F,15 °F,69 %,W,8 mph,0 mph,29.46 in,0.0 in,Mostly Cloudy
2018-03-14,7:53 AM,24 °F,15 °F,69 %,W,7 mph,0 mph,29.46 in,0.0 in,Mostly Cloudy
2018-03-14,8:53 AM,27 °F,17 °F,66 %,W,9 mph,0 mph,29.45 in,0.0 in,Mostly Cloudy
2018-03-14,9:53 AM,30 °F,18 °F,61 %,W,10 mph,0 mph,29.45 in,0.0 in,Partly Cloudy
2018-03-14,10:53 AM,34 °F,16 °F,48 %,W,13 mph,0 mph,29.42 in,0.0 in,Partly Cloudy
2018-03-14,11:53 AM,37 °F,17 °F,44 %,W,15 mph,22 mph,29.39 in,0.0 in,Mostly Cloudy
2018-03-14,12:53 PM,39 °F,18 °F,43 %,SW,16 mph,0 mph,29.36 in,0.0 in,Mostly Cloudy
2018-03-14,1:53 PM,42 °F,18 °F,38 %,SSW,15 mph,23 mph,29.30 in,0.0 in,Partly Cloudy
2018-03-14,2:53 PM,44 °F,17 °F,34 %,WSW,21 mph,26 mph,29.26 in,0.0 in,Fair / Windy
2018-03-14,3:53 PM,46 °F,18 °F,33 %,WSW,17 mph,24 mph,29.21 in,0.0 in,Fair
2018-03-14,4:53 PM,47 °F,19 °F,33 %,WSW,21 mph,26 mph,29.19 in,0.0 in,Fair / Windy
2018-03-14,5:53 PM,47 °F,20 °F,34 %,SW,16 mph,24 mph,29.16 in,0.0 in,Fair
2018-03-14,6:53 PM,47 °F,21 °F,36 %,WSW,13 mph,0 mph,29.15 in,0.0 in,Fair
2018-03-14,7:53 PM,45 °F,23 °F,42 %,WSW,8 mph,0 mph,29.13 in,0.0 in,Fair
2018-03-14,8:53 PM,43 °F,24 °F,47 %,WSW,5 mph,0 mph,29.12 in,0.0 in,Partly Cloudy
2018-03-14,9:53 PM,43 °F,25 °F,49 %,W,9 mph,0 mph,29.12 in,0.0 in,Mostly Cloudy
2018-03-14,10:53 PM,41 °F,26 °F,55 %,W,6 mph,0 mph,29.12 in,0.0 in,Fair
2018-03-14,11:53 PM,40 °F,28 °F,63 %,NW,8 mph,0 mph,29.12 in,0.0 in,Fair
2018-03-15,12:53 AM,40 °F,28 °F,63 %,NNW,10 mph,0 mph,29.12 in,0.0 in,Fair
2018-03-15,1:53 AM,40 °F,26 °F,58 %,NNW,14 mph,0 mph,29.13 in,0.0 in,Fair
2018-03-15,2:53 AM,39 °F,24 °F,55 %,N,13 mph,21 mph,29.13 in,0.0 in,Fair
2018-03-15,3:53 AM,36 °F,24 °F,62 %,N,9 mph,0 mph,29.14 in,0.0 in,Fair
2018-03-15,4:53 AM,34 °F,23 °F,64 %,N,7 mph,0 mph,29.15 in,0.0 in,Fair
2018-03-15,5:53 AM,34 °F,23 °F,64 %,N,7 mph,0 mph,29.16 in,0.0 in,Fair
2018-03-15,6:53 AM,32 °F,23 °F,69 %,NW,6 mph,0 mph,29.18 in,0.0 in,Fair
2018-03-15,7:53 AM,33 °F,26 °F,75 %,NW,5 mph,0 mph,29.20 in,0.0 in,Fair
2018-03-15,8:53 AM,37 °F,26 °F,65 %,NNW,5 mph,0 mph,29.21 in,0.0 in,Fair
2018-03-15,9:53 AM,39 °F,26 °F,60 %,CALM,0 mph,0 mph,29.22 in,0.0 in,Fair
2018-03-15,10:53 AM,42 °F,24 °F,49 %,VAR,5 mph,0 mph,29.23 in,0.0 in,Fair
2018-03-15,11:53 AM,45 °F,24 °F,44 %,NW,6 mph,0 mph,29.22 in,0.0 in,Fair
2018-03-15,12:53 PM,47 °F,23 °F,39 %,WNW,6 mph,0 mph,29.21 in,0.0 in,Fair
2018-03-15,1:53 PM,45 °F,27 °F,49 %,ENE,14 mph,0 mph,29.20 in,0.0 in,Fair
2018-03-15,2:53 PM,44 °F,28 °F,53 %,ENE,12 mph,0 mph,29.20 in,0.0 in,Fair
2018-03-15,3:53 PM,42 °F,28 °F,58 %,E,14 mph,0 mph,29.21 in,0.0 in,Fair
2018-03-15,4:53 PM,41 °F,27 °F,57 %,E,12 mph,0 mph,29.23 in,0.0 in,Fair
2018-03-15,5:53 PM,39 °F,25 °F,57 %,NNE,12 mph,0 mph,29.25 in,0.0 in,Partly Cloudy
2018-03-15,6:53 PM,36 °F,27 °F,70 %,NE,12 mph,0 mph,29.27 in,0.0 in,Partly Cloudy
2018-03-15,7:53 PM,34 °F,27 °F,75 %,NNE,12 mph,0 mph,29.29 in,0.0 in,Partly Cloudy
2018-03-15,8:53 PM,33 °F,26 °F,75 %,NNE,12 mph,0 mph,29.32 in,0.0 in,Partly Cloudy
2018-03-15,9:53 PM,33 °F,26 °F,75 %,NE,16 mph,0 mph,29.34 in,0.0 in,Partly Cloudy
2018-03-15,10:25 PM,32 °F,25 °F,75 %,NE,16 mph,0 mph,29.35 in,0.0 in,Mostly Cloudy
2018-03-15,10:53 PM,32 °F,24 °F,73 %,NNE,17 mph,0 mph,29.36 in,0.0 in,Mostly Cloudy
2018-03-15,11:32 PM,31 °F,23 °F,72 %,NNE,13 mph,0 mph,29.37 in,0.0 in,Partly Cloudy
2018-03-15,11:53 PM,31 °F,24 °F,76 %,NNE,15 mph,0 mph,29.38 in,0.0 in,Partly Cloudy
2018-03-16,12:53 AM,31 °F,22 °F,69 %,NNE,13 mph,0 mph,29.40 in,0.0 in,Partly Cloudy
2018-03-16,1:53 AM,31 °F,21 °F,67 %,NE,10 mph,0 mph,29.42 in,0.0 in,Fair
2018-03-16,2:53 AM,31 °F,20 °F,64 %,NNE,15 mph,0 mph,29.43 in,0.0 in,Partly Cloudy
2018-03-16,3:53 AM,31 °F,20 °F,64 %,NE,13 mph,0 mph,29.44 in,0.0 in,Mostly Cloudy
2018-03-16,4:53 AM,30 °F,20 °F,66 %,NE,15 mph,0 mph,29.45 in,0.0 in,Mostly Cloudy
2018-03-16,5:53 AM,31 °F,20 °F,64 %,NNE,14 mph,0 mph,29.47 in,0.0 in,Mostly Cloudy
2018-03-16,6:53 AM,30 °F,20 °F,66 %,NE,14 mph,0 mph,29.49 in,0.0 in,Mostly Cloudy
2018-03-16,7:53 AM,30 °F,20 °F,66 %,NE,15 mph,0 mph,29.50 in,0.0 in,Mostly Cloudy
2018-03-16,8:53 AM,32 °F,21 °F,64 %,NE,13 mph,0 mph,29.51 in,0.0 in,Mostly Cloudy
2018-03-16,9:40 AM,32 °F,22 °F,66 %,ENE,15 mph,0 mph,29.51 in,0.0 in,Mostly Cloudy
2018-03-16,9:53 AM,32 °F,22 °F,66 %,ENE,16 mph,0 mph,29.52 in,0.0 in,Mostly Cloudy
2018-03-16,10:02 AM,32 °F,22 °F,66 %,NE,12 mph,0 mph,29.52 in,0.0 in,Mostly Cloudy
2018-03-16,10:53 AM,33 °F,22 °F,64 %,E,13 mph,0 mph,29.54 in,0.0 in,Mostly Cloudy
2018-03-16,11:37 AM,34 °F,21 °F,59 %,E,12 mph,0 mph,29.54 in,0.0 in,Mostly Cloudy
2018-03-16,11:53 AM,34 °F,22 °F,61 %,E,8 mph,0 mph,29.55 in,0.0 in,Mostly Cloudy
2018-03-16,12:53 PM,36 °F,22 °F,57 %,ENE,14 mph,0 mph,29.54 in,0.0 in,Mostly Cloudy
2018-03-16,1:53 PM,36 °F,22 °F,57 %,E,13 mph,0 mph,29.51 in,0.0 in,Mostly Cloudy
2018-03-16,2:53 PM,35 °F,21 °F,57 %,ENE,13 mph,0 mph,29.47 in,0.0 in,Mostly Cloudy
2018-03-16,3:53 PM,35 °F,21 °F,57 %,ENE,13 mph,0 mph,29.44 in,0.0 in,Cloudy
2018-03-16,4:53 PM,35 °F,22 °F,59 %,E,13 mph,0 mph,29.43 in,0.0 in,Cloudy
2018-03-16,5:53 PM,33 °F,23 °F,66 %,ENE,12 mph,0 mph,29.42 in,0.0 in,Cloudy
2018-03-16,6:53 PM,33 °F,24 °F,70 %,ENE,12 mph,0 mph,29.40 in,0.0 in,Cloudy
2018-03-16,7:53 PM,33 °F,24 °F,70 %,E,13 mph,0 mph,29.41 in,0.0 in,Cloudy
2018-03-16,8:53 PM,33 °F,25 °F,72 %,ENE,13 mph,0 mph,29.39 in,0.0 in,Cloudy
2018-03-16,9:53 PM,34 °F,26 °F,73 %,ENE,13 mph,0 mph,29.40 in,0.0 in,Cloudy
2018-03-16,10:53 PM,34 °F,26 °F,73 %,E,9 mph,0 mph,29.40 in,0.0 in,Cloudy
2018-03-16,11:53 PM,33 °F,27 °F,78 %,ENE,9 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2018-03-17,12:53 AM,34 °F,27 °F,75 %,E,6 mph,0 mph,29.35 in,0.0 in,Mostly Cloudy
2018-03-17,1:53 AM,35 °F,26 °F,70 %,ENE,12 mph,0 mph,29.32 in,0.0 in,Light Sleet
2018-03-17,2:53 AM,34 °F,27 °F,75 %,E,10 mph,0 mph,29.29 in,0.0 in,Light Snow and Sleet
2018-03-17,3:53 AM,33 °F,29 °F,85 %,E,9 mph,0 mph,29.27 in,0.1 in,Light Snow and Sleet
2018-03-17,4:53 AM,33 °F,29 °F,85 %,E,9 mph,0 mph,29.25 in,0.1 in,Wintry Mix
2018-03-17,5:53 AM,33 °F,30 °F,89 %,E,10 mph,0 mph,29.26 in,0.0 in,Wintry Mix
2018-03-17,6:53 AM,34 °F,30 °F,85 %,E,10 mph,0 mph,29.26 in,0.0 in,Mostly Cloudy
2018-03-17,7:53 AM,34 °F,29 °F,82 %,E,15 mph,0 mph,29.26 in,0.0 in,Mostly Cloudy
2018-03-17,8:53 AM,35 °F,27 °F,72 %,ENE,12 mph,0 mph,29.27 in,0.0 in,Mostly Cloudy
2018-03-17,9:53 AM,36 °F,27 °F,70 %,E,13 mph,0 mph,29.27 in,0.0 in,Mostly Cloudy
2018-03-17,10:53 AM,36 °F,27 °F,70 %,ENE,13 mph,0 mph,29.27 in,0.0 in,Mostly Cloudy
2018-03-17,11:53 AM,38 °F,27 °F,65 %,NE,16 mph,0 mph,29.28 in,0.0 in,Mostly Cloudy
2018-03-17,12:53 PM,39 °F,25 °F,57 %,ENE,12 mph,0 mph,29.29 in,0.0 in,Mostly Cloudy
2018-03-17,1:53 PM,42 °F,23 °F,47 %,ENE,13 mph,0 mph,29.28 in,0.0 in,Partly Cloudy
2018-03-17,2:53 PM,44 °F,20 °F,38 %,NE,15 mph,0 mph,29.28 in,0.0 in,Partly Cloudy
2018-03-17,3:53 PM,44 °F,20 °F,38 %,ENE,9 mph,0 mph,29.27 in,0.0 in,Fair
2018-03-17,4:53 PM,44 °F,20 °F,38 %,NE,10 mph,0 mph,29.28 in,0.0 in,Fair
2018-03-17,5:53 PM,44 °F,18 °F,35 %,ENE,9 mph,0 mph,29.29 in,0.0 in,Fair
2018-03-17,6:53 PM,40 °F,19 °F,43 %,NE,8 mph,0 mph,29.32 in,0.0 in,Fair
2018-03-17,7:53 PM,39 °F,17 °F,41 %,N,8 mph,0 mph,29.34 in,0.0 in,Fair
2018-03-17,8:53 PM,38 °F,16 °F,41 %,CALM,0 mph,0 mph,29.35 in,0.0 in,Fair
2018-03-17,9:53 PM,33 °F,17 °F,52 %,W,3 mph,0 mph,29.37 in,0.0 in,Fair
2018-03-17,10:53 PM,35 °F,18 °F,50 %,CALM,0 mph,0 mph,29.36 in,0.0 in,Fair
2018-03-17,11:53 PM,32 °F,19 °F,59 %,CALM,0 mph,0 mph,29.37 in,0.0 in,Fair
2018-03-18,12:53 AM,33 °F,21 °F,61 %,CALM,0 mph,0 mph,29.38 in,0.0 in,Fair
2018-03-18,1:53 AM,33 °F,21 °F,61 %,CALM,0 mph,0 mph,29.38 in,0.0 in,Fair
2018-03-18,2:53 AM,30 °F,21 °F,69 %,SW,5 mph,0 mph,29.38 in,0.0 in,Fair
2018-03-18,3:53 AM,30 °F,20 °F,66 %,CALM,0 mph,0 mph,29.38 in,0.0 in,Fair
2018-03-18,4:53 AM,30 °F,20 °F,66 %,W,5 mph,0 mph,29.39 in,0.0 in,Fair
2018-03-18,5:53 AM,29 °F,21 °F,72 %,WSW,6 mph,0 mph,29.40 in,0.0 in,Fair
2018-03-18,6:53 AM,29 °F,22 °F,75 %,SW,5 mph,0 mph,29.41 in,0.0 in,Fair
2018-03-18,7:53 AM,31 °F,26 °F,82 %,CALM,0 mph,0 mph,29.41 in,0.0 in,Fair
2018-03-18,8:53 AM,37 °F,28 °F,70 %,WSW,8 mph,0 mph,29.41 in,0.0 in,Fair
2018-03-18,9:53 AM,42 °F,28 °F,58 %,WSW,8 mph,0 mph,29.41 in,0.0 in,Fair
2018-03-18,10:53 AM,48 °F,22 °F,36 %,W,5 mph,0 mph,29.39 in,0.0 in,Fair
2018-03-18,11:53 AM,50 °F,21 °F,32 %,W,5 mph,0 mph,29.38 in,0.0 in,Fair
2018-03-18,12:53 PM,53 °F,21 °F,29 %,W,5 mph,0 mph,29.36 in,0.0 in,Fair
2018-03-18,1:53 PM,54 °F,22 °F,29 %,S,7 mph,0 mph,29.33 in,0.0 in,Partly Cloudy
2018-03-18,2:53 PM,55 °F,21 °F,27 %,CALM,0 mph,0 mph,29.30 in,0.0 in,Mostly Cloudy
2018-03-18,3:53 PM,56 °F,21 °F,26 %,CALM,0 mph,0 mph,29.29 in,0.0 in,Mostly Cloudy
2018-03-18,4:53 PM,55 °F,23 °F,29 %,SSW,8 mph,0 mph,29.27 in,0.0 in,Mostly Cloudy
2018-03-18,5:53 PM,54 °F,22 °F,29 %,CALM,0 mph,0 mph,29.26 in,0.0 in,Mostly Cloudy
2018-03-18,6:53 PM,53 °F,22 °F,30 %,SSW,3 mph,0 mph,29.26 in,0.0 in,Mostly Cloudy
2018-03-18,7:53 PM,47 °F,26 °F,44 %,SE,7 mph,0 mph,29.27 in,0.0 in,Mostly Cloudy
2018-03-18,8:53 PM,45 °F,26 °F,48 %,ESE,6 mph,0 mph,29.27 in,0.0 in,Mostly Cloudy
2018-03-18,9:53 PM,45 °F,27 °F,49 %,CALM,0 mph,0 mph,29.27 in,0.0 in,Mostly Cloudy
2018-03-18,10:53 PM,44 °F,27 °F,51 %,ENE,3 mph,0 mph,29.26 in,0.0 in,Mostly Cloudy
2018-03-18,11:53 PM,42 °F,27 °F,55 %,ENE,9 mph,0 mph,29.26 in,0.0 in,Mostly Cloudy
2018-03-19,12:53 AM,42 °F,22 °F,45 %,E,9 mph,0 mph,29.25 in,0.0 in,Mostly Cloudy
2018-03-19,1:53 AM,40 °F,24 °F,53 %,E,6 mph,0 mph,29.26 in,0.0 in,Mostly Cloudy
2018-03-19,2:53 AM,38 °F,24 °F,57 %,E,3 mph,0 mph,29.27 in,0.0 in,Mostly Cloudy
2018-03-19,3:53 AM,40 °F,24 °F,53 %,ENE,8 mph,0 mph,29.24 in,0.0 in,Mostly Cloudy
2018-03-19,4:53 AM,37 °F,24 °F,59 %,NE,7 mph,0 mph,29.26 in,0.0 in,Mostly Cloudy
2018-03-19,5:53 AM,38 °F,25 °F,60 %,NE,9 mph,0 mph,29.26 in,0.0 in,Mostly Cloudy
2018-03-19,6:53 AM,37 °F,27 °F,67 %,NE,9 mph,0 mph,29.26 in,0.0 in,Mostly Cloudy
2018-03-19,7:53 AM,38 °F,28 °F,68 %,ENE,14 mph,0 mph,29.27 in,0.0 in,Mostly Cloudy
2018-03-19,8:53 AM,40 °F,28 °F,63 %,ENE,17 mph,0 mph,29.26 in,0.0 in,Mostly Cloudy
2018-03-19,9:53 AM,40 °F,27 °F,60 %,E,16 mph,23 mph,29.27 in,0.0 in,Mostly Cloudy
2018-03-19,10:53 AM,42 °F,25 °F,51 %,ENE,15 mph,0 mph,29.27 in,0.0 in,Mostly Cloudy
2018-03-19,11:53 AM,42 °F,24 °F,49 %,ENE,20 mph,0 mph,29.26 in,0.0 in,Mostly Cloudy
2018-03-19,12:53 PM,45 °F,23 °F,42 %,ENE,22 mph,0 mph,29.23 in,0.0 in,Mostly Cloudy / Windy
2018-03-19,1:53 PM,46 °F,24 °F,42 %,NNE,18 mph,0 mph,29.24 in,0.0 in,Mostly Cloudy
2018-03-19,2:53 PM,45 °F,24 °F,44 %,NE,22 mph,30 mph,29.23 in,0.0 in,Mostly Cloudy / Windy
2018-03-19,3:53 PM,44 °F,26 °F,49 %,NNE,25 mph,32 mph,29.22 in,0.0 in,Mostly Cloudy / Windy
2018-03-19,4:53 PM,42 °F,28 °F,58 %,NNE,28 mph,37 mph,29.20 in,0.0 in,Mostly Cloudy / Windy
2018-03-19,5:53 PM,40 °F,29 °F,65 %,NNE,26 mph,33 mph,29.20 in,0.0 in,Mostly Cloudy / Windy
2018-03-19,6:53 PM,37 °F,28 °F,70 %,NNE,25 mph,31 mph,29.21 in,0.0 in,Mostly Cloudy / Windy
2018-03-19,7:53 PM,37 °F,29 °F,73 %,NNE,18 mph,29 mph,29.21 in,0.0 in,Mostly Cloudy
2018-03-19,8:53 PM,37 °F,29 °F,73 %,NNE,17 mph,28 mph,29.21 in,0.0 in,Cloudy
2018-03-19,9:53 PM,38 °F,29 °F,70 %,NNE,22 mph,29 mph,29.20 in,0.0 in,Cloudy / Windy
2018-03-19,10:53 PM,37 °F,25 °F,62 %,NE,22 mph,0 mph,29.21 in,0.0 in,Cloudy / Windy
2018-03-19,11:53 PM,35 °F,25 °F,67 %,ENE,20 mph,25 mph,29.23 in,0.0 in,Mostly Cloudy
2018-03-20,12:53 AM,33 °F,24 °F,70 %,ENE,21 mph,28 mph,29.23 in,0.0 in,Cloudy / Windy
2018-03-20,1:53 AM,33 °F,23 °F,66 %,ENE,18 mph,0 mph,29.24 in,0.0 in,Cloudy
2018-03-20,2:53 AM,32 °F,17 °F,54 %,NE,21 mph,28 mph,29.24 in,0.0 in,Cloudy / Windy
2018-03-20,3:53 AM,31 °F,16 °F,54 %,NE,16 mph,0 mph,29.23 in,0.0 in,Mostly Cloudy
2018-03-20,4:53 AM,30 °F,20 °F,66 %,NE,21 mph,0 mph,29.22 in,0.0 in,Mostly Cloudy / Windy
2018-03-20,5:53 AM,29 °F,22 °F,75 %,NE,18 mph,29 mph,29.23 in,0.0 in,Mostly Cloudy
2018-03-20,6:53 AM,29 °F,21 °F,72 %,NE,16 mph,0 mph,29.24 in,0.0 in,Mostly Cloudy
2018-03-20,7:53 AM,31 °F,21 °F,67 %,NE,14 mph,0 mph,29.25 in,0.0 in,Mostly Cloudy
2018-03-20,8:53 AM,32 °F,21 °F,64 %,NE,18 mph,26 mph,29.24 in,0.0 in,Mostly Cloudy
2018-03-20,9:53 AM,33 °F,20 °F,59 %,ENE,22 mph,25 mph,29.25 in,0.0 in,Mostly Cloudy / Windy
2018-03-20,10:53 AM,34 °F,19 °F,54 %,NE,17 mph,0 mph,29.25 in,0.0 in,Cloudy
2018-03-20,11:53 AM,36 °F,21 °F,55 %,NNE,20 mph,0 mph,29.25 in,0.0 in,Mostly Cloudy
2018-03-20,12:53 PM,36 °F,22 °F,57 %,NE,23 mph,30 mph,29.25 in,0.0 in,Mostly Cloudy / Windy
2018-03-20,1:53 PM,36 °F,22 °F,57 %,NNE,23 mph,0 mph,29.23 in,0.0 in,Cloudy / Windy
2018-03-20,2:53 PM,36 °F,22 °F,57 %,N,22 mph,30 mph,29.21 in,0.0 in,Cloudy / Windy
2018-03-20,3:53 PM,35 °F,22 °F,59 %,NNE,20 mph,32 mph,29.21 in,0.0 in,Mostly Cloudy
2018-03-20,4:53 PM,35 °F,22 °F,59 %,N,17 mph,28 mph,29.22 in,0.0 in,Mostly Cloudy
2018-03-20,5:53 PM,34 °F,22 °F,61 %,N,24 mph,29 mph,29.23 in,0.0 in,Cloudy / Windy
2018-03-20,6:53 PM,33 °F,22 °F,64 %,N,18 mph,30 mph,29.24 in,0.0 in,Cloudy
2018-03-20,7:53 PM,32 °F,23 °F,69 %,N,20 mph,28 mph,29.25 in,0.0 in,Cloudy
2018-03-20,8:53 PM,32 °F,24 °F,73 %,N,20 mph,26 mph,29.25 in,0.0 in,Cloudy
2018-03-20,9:53 PM,32 °F,25 °F,75 %,NNE,15 mph,0 mph,29.25 in,0.0 in,Cloudy
2018-03-20,10:43 PM,33 °F,26 °F,75 %,N,17 mph,26 mph,29.25 in,0.0 in,Cloudy
2018-03-20,10:53 PM,33 °F,26 °F,75 %,N,16 mph,24 mph,29.25 in,0.0 in,Cloudy
2018-03-20,11:53 PM,34 °F,27 °F,75 %,NNE,12 mph,22 mph,29.24 in,0.0 in,Cloudy
2018-03-21,12:00 AM,34 °F,25 °F,70 %,NNE,16 mph,21 mph,29.24 in,0.0 in,Cloudy
2018-03-21,12:53 AM,34 °F,20 °F,56 %,NNE,17 mph,0 mph,29.25 in,0.0 in,Cloudy
2018-03-21,1:53 AM,33 °F,19 °F,56 %,ENE,15 mph,23 mph,29.26 in,0.0 in,Cloudy
2018-03-21,2:53 AM,32 °F,21 °F,64 %,ENE,17 mph,0 mph,29.26 in,0.0 in,Cloudy
2018-03-21,3:53 AM,32 °F,21 °F,64 %,NNE,14 mph,0 mph,29.26 in,0.0 in,Cloudy
2018-03-21,4:53 AM,31 °F,21 °F,67 %,NNE,14 mph,0 mph,29.28 in,0.0 in,Mostly Cloudy
2018-03-21,5:53 AM,31 °F,21 °F,67 %,N,10 mph,0 mph,29.30 in,0.0 in,Cloudy
2018-03-21,6:53 AM,31 °F,21 °F,67 %,NNE,13 mph,0 mph,29.32 in,0.0 in,Cloudy
2018-03-21,7:53 AM,32 °F,22 °F,66 %,NNE,14 mph,0 mph,29.35 in,0.0 in,Cloudy
2018-03-21,8:53 AM,33 °F,21 °F,61 %,N,18 mph,23 mph,29.37 in,0.0 in,Mostly Cloudy
2018-03-21,9:53 AM,34 °F,21 °F,59 %,N,17 mph,23 mph,29.38 in,0.0 in,Mostly Cloudy
2018-03-21,10:53 AM,36 °F,20 °F,52 %,NNE,16 mph,24 mph,29.41 in,0.0 in,Mostly Cloudy
2018-03-21,11:53 AM,36 °F,20 °F,52 %,N,15 mph,0 mph,29.42 in,0.0 in,Mostly Cloudy
