Game_Start,Game_End
2018-09-17 20:15:00,2018-09-17 23:14:00
2018-09-30 13:00:00,2018-09-30 15:57:00
2018-10-21 13:00:00,2018-10-21 16:21:00
2018-10-28 13:00:00,2018-10-28 16:00:00
2018-11-11 13:00:00,2018-11-11 16:13:00
2018-11-18 20:20:00,2018-11-18 23:23:00
2018-12-09 20:20:00,2018-12-09 23:32:00
2018-12-16 13:00:00,2018-12-16 15:58:00
2018-01-06 16:40:00,2018-01-06 19:49:00
